mode,status,scale,shift,abs_rel,d_rmse,valid_pixels,positive_ratio
median_scale,ok,0.25490346966143057,0.0,0.3005214333534241,5.855849266052246,3703143,1.0
l2_scale,ok,0.2486301025720526,0.0,0.2890329360961914,5.847771644592285,3703143,1.0
robust_scale,ok,0.24004563231277823,0.0,0.27737075090408325,5.863794803619385,3703143,1.0
robust_rel_scale,ok,0.2275979796266101,0.0,0.2704404890537262,5.941962718963623,3703143,1.0
