frame_idx,frame_name,gt_valid_pixels,alignment_mode,scale,shift,valid_pixels,abs_rel,d_rmse,sigma_status,sigma_input_pixels,sigma_kept_pixels,sigma_keep_ratio,sigma_residual_mean,sigma_residual_std,local_pair_count,sparse_order_acc,sparse_order_pairs,local_residual_consistency,local_residual_pairs,sparse_lidar_dq
0,000000,17942,robust_rel_scale,0.385975827817992,0.0,16580,0.6753425002098083,9.749452590942383,ok,17942,16580,0.9240887303533608,-0.27619480067172997,0.5271943420991619,20000,0.7432964560285018,10666,0.07019997876483128,11215,0.6929064415285382
1,000040,18315,robust_rel_scale,0.385975827817992,0.0,14267,0.6964360475540161,10.56466293334961,ok,18315,14267,0.7789789789789789,-0.27619480067172997,0.5271943420991619,20000,0.7055977229601518,10540,0.07857512582652279,11792,0.6522775436293489
2,000080,18166,robust_rel_scale,0.385975827817992,0.0,17928,0.6371456980705261,8.997489929199219,ok,18166,17928,0.9868986017835517,-0.27619480067172997,0.5271943420991619,20000,0.7812387143373059,11076,0.06992292155354356,10770,0.7284782969308563
3,000120,18115,robust_rel_scale,0.385975827817992,0.0,18071,0.5646592974662781,8.162276268005371,ok,18115,18071,0.9975710736958322,-0.27619480067172997,0.5271943420991619,20000,0.78119879258301,11595,0.06794004361423958,10263,0.7298869139860658
4,000160,17989,robust_rel_scale,0.385975827817992,0.0,17954,0.4734283983707428,6.895611763000488,ok,17989,17954,0.9980543665573406,-0.27619480067172997,0.5271943420991619,20000,0.7693771626297577,11560,0.06370282426161694,10658,0.7218941226170912
5,000200,18096,robust_rel_scale,0.385975827817992,0.0,18060,0.24886205792427063,4.0674848556518555,ok,18096,18060,0.9980106100795756,-0.27619480067172997,0.5271943420991619,20000,0.8511530398322851,11448,0.04535444354808485,10266,0.8134118030681264
6,000240,18036,robust_rel_scale,0.385975827817992,0.0,17992,0.18722319602966309,4.19439172744751,ok,18036,17992,0.9975604346861832,-0.27619480067172997,0.5271943420991619,20000,0.8578911794525177,11836,0.050452423973291936,10005,0.8156822152335498
7,000280,18141,robust_rel_scale,0.385975827817992,0.0,18141,0.2756909132003784,4.09088134765625,ok,18141,18141,1.0,-0.27619480067172997,0.5271943420991619,20000,0.826127900008561,11681,0.05029553525811661,10367,0.785604958613729
8,000320,17998,robust_rel_scale,0.385975827817992,0.0,17986,0.22398720681667328,3.9456636905670166,ok,17998,17986,0.9993332592510279,-0.27619480067172997,0.5271943420991619,20000,0.819011861080297,11719,0.05303457030207491,10102,0.7767076275530448
9,000360,17919,robust_rel_scale,0.385975827817992,0.0,17895,0.22431282699108124,4.697099208831787,ok,17919,17895,0.9986606395446175,-0.27619480067172997,0.5271943420991619,20000,0.8710601719197708,11866,0.04290323859108241,9977,0.8344792015925604
10,000400,18182,robust_rel_scale,0.385975827817992,0.0,18167,0.2252061367034912,4.7961249351501465,ok,18182,18167,0.9991750082499175,-0.27619480067172997,0.5271943420991619,20000,0.8332341185474955,11759,0.05535222377840371,9864,0.7883659878176118
11,000440,17991,robust_rel_scale,0.385975827817992,0.0,17991,0.19891180098056793,3.636530637741089,ok,17991,17991,1.0,-0.27619480067172997,0.5271943420991619,20000,0.820534223706177,11980,0.057310727376283836,9783,0.7748309628235559
12,000480,18205,robust_rel_scale,0.385975827817992,0.0,18205,0.2010319083929062,3.5276708602905273,ok,18205,18205,1.0,-0.27619480067172997,0.5271943420991619,20000,0.8721957251369016,11322,0.05098926353522253,10132,0.8288378928682334
13,000520,18433,robust_rel_scale,0.385975827817992,0.0,18433,0.2016003578901291,3.620370626449585,ok,18433,18433,1.0,-0.27619480067172997,0.5271943420991619,20000,0.90667861945316,11155,0.04274511587396034,10260,0.8687391763133223
14,000560,17987,robust_rel_scale,0.385975827817992,0.0,17986,0.22632715106010437,3.725520372390747,ok,17987,17986,0.9999444042919886,-0.27619480067172997,0.5271943420991619,20000,0.8991673605328893,12010,0.0406112290191865,9389,0.8633826182064281
15,000600,18040,robust_rel_scale,0.385975827817992,0.0,18038,0.2019284963607788,3.773287057876587,ok,18040,18038,0.9998891352549889,-0.27619480067172997,0.5271943420991619,20000,0.9103814666434419,11482,0.03398790640434055,9497,0.8799594258167952
16,000610,18250,robust_rel_scale,0.385975827817992,0.0,18246,0.22839276492595673,4.037846565246582,ok,18250,18246,0.9997808219178083,-0.27619480067172997,0.5271943420991619,20000,0.8876526685628242,11954,0.03807281744716876,8854,0.8544924868150457
17,000615,18110,robust_rel_scale,0.385975827817992,0.0,18108,0.24677567183971405,3.4983742237091064,ok,18110,18108,0.9998895637769188,-0.27619480067172997,0.5271943420991619,20000,0.9140721196130167,11370,0.03137593083701809,9443,0.8858375157529955
18,000620,17893,robust_rel_scale,0.385975827817992,0.0,17890,0.22815370559692383,3.718695878982544,ok,17893,17890,0.9998323366679707,-0.27619480067172997,0.5271943420991619,20000,0.9154151562230278,11586,0.03763163901289841,9143,0.8816067068954526
19,000625,18023,robust_rel_scale,0.385975827817992,0.0,18022,0.2295593023300171,3.8154730796813965,ok,18023,18022,0.9999445153415081,-0.27619480067172997,0.5271943420991619,20000,0.9121639606068672,11271,0.03734844899568617,9499,0.8787243963768036
20,000630,17818,robust_rel_scale,0.385975827817992,0.0,17811,0.2094273418188095,4.238399028778076,ok,17818,17811,0.9996071388483556,-0.27619480067172997,0.5271943420991619,20000,0.9047013977128335,11018,0.03544088190074703,9821,0.8731995069915708
21,000635,18092,robust_rel_scale,0.385975827817992,0.0,18089,0.2455413043498993,4.134544372558594,ok,18092,18089,0.9998341808534159,-0.27619480067172997,0.5271943420991619,20000,0.9281584019625022,11414,0.0349040972794853,9280,0.8963207355552053
22,000640,18122,robust_rel_scale,0.385975827817992,0.0,18115,0.23936355113983154,3.736398458480835,ok,18122,18115,0.9996137291689658,-0.27619480067172997,0.5271943420991619,20000,0.9334843147122966,11922,0.03531724264434627,8778,0.9010916002465867
23,000645,17789,robust_rel_scale,0.385975827817992,0.0,17783,0.2458072006702423,3.6670942306518555,ok,17789,17783,0.999662712912474,-0.27619480067172997,0.5271943420991619,20000,0.9118512911094289,11889,0.03855486874650865,8819,0.877364081125355
24,000650,17956,robust_rel_scale,0.385975827817992,0.0,17956,0.23160085082054138,3.543161630630493,ok,17956,17956,1.0,-0.27619480067172997,0.5271943420991619,20000,0.9350969717591018,11756,0.0305523798783286,8925,0.9069595550768423
25,000655,17852,robust_rel_scale,0.385975827817992,0.0,17849,0.24485765397548676,3.778568983078003,ok,17852,17849,0.9998319516020614,-0.27619480067172997,0.5271943420991619,20000,0.9323420074349442,12105,0.04008154420609014,8594,0.895711311375721
26,000660,17909,robust_rel_scale,0.385975827817992,0.0,17898,0.2554202079772949,3.586087703704834,ok,17909,17898,0.9993857836841812,-0.27619480067172997,0.5271943420991619,20000,0.927097174240411,11289,0.033471760496781584,9435,0.8965791941314895
27,000665,18030,robust_rel_scale,0.385975827817992,0.0,18020,0.2488848716020584,3.8664095401763916,ok,18030,18020,0.9994453688297282,-0.27619480067172997,0.5271943420991619,20000,0.9246484478641549,11307,0.030879746767044858,9275,0.8965318882629282
28,000670,18034,robust_rel_scale,0.385975827817992,0.0,18032,0.2458554059267044,3.874936819076538,ok,18034,18032,0.999889098369746,-0.27619480067172997,0.5271943420991619,20000,0.928866073883949,10909,0.03114444765129446,9552,0.9003829017003507
29,000675,18131,robust_rel_scale,0.385975827817992,0.0,18128,0.21942761540412903,3.593271255493164,ok,18131,18128,0.999834537532403,-0.27619480067172997,0.5271943420991619,20000,0.9076997112608277,10390,0.031318434277319764,10043,0.8797125225278434
30,000680,17836,robust_rel_scale,0.385975827817992,0.0,17833,0.25873997807502747,3.2765493392944336,ok,17836,17833,0.999831800852209,-0.27619480067172997,0.5271943420991619,20000,0.9252844627932736,9931,0.029557786993272953,10470,0.8983353419293222
31,000685,17974,robust_rel_scale,0.385975827817992,0.0,17974,0.2825259566307068,3.464243173599243,ok,17974,17974,1.0,-0.27619480067172997,0.5271943420991619,20000,0.9130935251798561,10425,0.03780312416253203,10031,0.8792200330767344
32,000690,18062,robust_rel_scale,0.385975827817992,0.0,18061,0.3032866418361664,3.5747475624084473,ok,18062,18061,0.9999446351456096,-0.27619480067172997,0.5271943420991619,20000,0.9225750743547922,10423,0.03522334822406508,10142,0.8906445426080485
33,000695,17938,robust_rel_scale,0.385975827817992,0.0,17938,0.3175708055496216,3.759312391281128,ok,17938,17938,1.0,-0.27619480067172997,0.5271943420991619,20000,0.8928157589803013,10356,0.0358708451107007,10170,0.8613572970916331
34,000720,18015,robust_rel_scale,0.385975827817992,0.0,18015,0.2972937226295471,3.395625114440918,ok,18015,18015,1.0,-0.27619480067172997,0.5271943420991619,20000,0.9341917024320457,11184,0.0390416675528115,9234,0.898422096462596
35,000760,17855,robust_rel_scale,0.385975827817992,0.0,17855,0.29836025834083557,3.4937126636505127,ok,17855,17855,1.0,-0.27619480067172997,0.5271943420991619,20000,0.9337305886601661,11076,0.03755519048508356,9355,0.8993144556819206
36,000800,17975,robust_rel_scale,0.385975827817992,0.0,17972,0.37683916091918945,4.268998622894287,ok,17975,17972,0.9998331015299027,-0.27619480067172997,0.5271943420991619,20000,0.9077272727272727,11000,0.04061216526883413,9435,0.8716010500278262
37,000840,18410,robust_rel_scale,0.385975827817992,0.0,18133,0.24830998480319977,3.24204158782959,ok,18410,18133,0.9849538294405215,-0.27619480067172997,0.5271943420991619,20000,0.8951605995717344,11675,0.05222977898616181,8797,0.8496065534706995
38,000880,17995,robust_rel_scale,0.385975827817992,0.0,17946,0.23169797658920288,3.075249671936035,ok,17995,17946,0.9972770213948319,-0.27619480067172997,0.5271943420991619,20000,0.8803799596503026,11896,0.04561254655261849,8599,0.841125638039136
39,000920,18310,robust_rel_scale,0.385975827817992,0.0,18196,0.14038227498531342,3.178889036178589,ok,18310,18196,0.9937738940469689,-0.27619480067172997,0.5271943420991619,20000,0.8641541755888651,11675,0.04286642102836414,8811,0.8278937093750145
40,000945,18088,robust_rel_scale,0.385975827817992,0.0,18036,0.17871206998825073,2.7036073207855225,ok,18088,18036,0.997125165855816,-0.27619480067172997,0.5271943420991619,20000,0.8880452057213492,11326,0.03774278321742696,9287,0.8551525429438123
41,000950,18058,robust_rel_scale,0.385975827817992,0.0,18030,0.18917840719223022,2.696653366088867,ok,18058,18030,0.9984494406911064,-0.27619480067172997,0.5271943420991619,20000,0.8834839624313309,11286,0.040980878832386276,9283,0.8480098577669034
42,000955,18131,robust_rel_scale,0.385975827817992,0.0,18087,0.17706653475761414,2.5318963527679443,ok,18131,18087,0.9975732171419116,-0.27619480067172997,0.5271943420991619,20000,0.9127317243791535,11436,0.03553024558123928,9104,0.8808714945780086
43,000960,17926,robust_rel_scale,0.385975827817992,0.0,17876,0.19870126247406006,2.350745677947998,ok,17926,17876,0.9972107553274573,-0.27619480067172997,0.5271943420991619,20000,0.9200748989849217,10147,0.03001365459171473,10311,0.8928703843862219
44,000965,18085,robust_rel_scale,0.385975827817992,0.0,18034,0.20013275742530823,2.249824047088623,ok,18085,18034,0.9971799834116671,-0.27619480067172997,0.5271943420991619,20000,0.9310901749663526,11145,0.034769098389203834,9299,0.8992733356626829
45,000970,18088,robust_rel_scale,0.385975827817992,0.0,18058,0.1873156875371933,2.40376353263855,ok,18088,18058,0.9983414418398938,-0.27619480067172997,0.5271943420991619,20000,0.9179917813114168,11194,0.03281971377181561,9361,0.8883525891059559
46,000975,17855,robust_rel_scale,0.385975827817992,0.0,17832,0.19959533214569092,2.377624273300171,ok,17855,17832,0.9987118454214505,-0.27619480067172997,0.5271943420991619,20000,0.927056088346411,10323,0.03172803587347649,10196,0.8981041424178181
47,000980,18029,robust_rel_scale,0.385975827817992,0.0,18004,0.19061532616615295,2.3770124912261963,ok,18029,18004,0.9986133451661212,-0.27619480067172997,0.5271943420991619,20000,0.9053140096618357,10350,0.03610192468279679,10067,0.8732133654433852
48,000985,18014,robust_rel_scale,0.385975827817992,0.0,17979,0.19868232309818268,2.6925132274627686,ok,18014,17979,0.9980570667258799,-0.27619480067172997,0.5271943420991619,20000,0.9274408678641295,11246,0.03968969679074985,9254,0.8913519377401272
49,000990,18005,robust_rel_scale,0.385975827817992,0.0,17990,0.16014455258846283,2.5600545406341553,ok,18005,17990,0.9991668980838656,-0.27619480067172997,0.5271943420991619,20000,0.926744989633725,11576,0.03996288013850988,9040,0.8904398512179009
50,000995,17859,robust_rel_scale,0.385975827817992,0.0,17851,0.16779488325119019,2.724557876586914,ok,17859,17851,0.9995520465871549,-0.27619480067172997,0.5271943420991619,20000,0.8912043066770861,11517,0.043292262168532075,9195,0.8534452900185934
51,001000,17894,robust_rel_scale,0.385975827817992,0.0,17891,0.16127370297908783,2.9238929748535156,ok,17894,17891,0.999832346037778,-0.27619480067172997,0.5271943420991619,20000,0.8916848132913945,12399,0.056646278272872254,8233,0.8425781718803645
52,001005,18003,robust_rel_scale,0.385975827817992,0.0,17960,0.19875919818878174,3.6451025009155273,ok,18003,17960,0.9976115091929123,-0.27619480067172997,0.5271943420991619,20000,0.8693471537239823,11963,0.04940760482535937,8754,0.8274386182142417
53,001010,17935,robust_rel_scale,0.385975827817992,0.0,17932,0.17135977745056152,2.638110876083374,ok,17935,17932,0.9998327293002509,-0.27619480067172997,0.5271943420991619,20000,0.9056084863962283,10181,0.03606977825426419,10399,0.8735254808883034
54,001015,18003,robust_rel_scale,0.385975827817992,0.0,17993,0.15716983377933502,2.6263656616210938,ok,18003,17993,0.9994445370216075,-0.27619480067172997,0.5271943420991619,20000,0.9295448224714935,10787,0.040913465932608264,9818,0.8922814075990826
55,001020,17908,robust_rel_scale,0.385975827817992,0.0,17904,0.18403507769107819,2.6241064071655273,ok,17908,17904,0.9997766361402725,-0.27619480067172997,0.5271943420991619,20000,0.9152262659602188,11513,0.044960364165181586,9242,0.8749886857852037
56,001025,17939,robust_rel_scale,0.385975827817992,0.0,17924,0.1629921942949295,2.6771483421325684,ok,17939,17924,0.9991638329895758,-0.27619480067172997,0.5271943420991619,20000,0.928049215406562,11216,0.0410844306546463,9596,0.890693465965238
57,001030,17893,robust_rel_scale,0.385975827817992,0.0,17893,0.21669770777225494,2.6034812927246094,ok,17893,17893,1.0,-0.27619480067172997,0.5271943420991619,20000,0.9238252267106348,12130,0.050310839081971516,8627,0.878496625213722
58,001035,17704,robust_rel_scale,0.385975827817992,0.0,17647,0.24737168848514557,3.8140974044799805,ok,17704,17647,0.9967803886127429,-0.27619480067172997,0.5271943420991619,20000,0.864211341536873,11621,0.05535881149951719,9335,0.8176697575037808
59,001040,17556,robust_rel_scale,0.385975827817992,0.0,17452,0.2875581681728363,4.050818920135498,ok,17556,17452,0.9940760993392572,-0.27619480067172997,0.5271943420991619,20000,0.8697497967663265,11071,0.05138233778226735,9837,0.8261887370027813
60,001080,17532,robust_rel_scale,0.385975827817992,0.0,17524,0.35944175720214844,4.206460475921631,ok,17532,17524,0.999543691535478,-0.27619480067172997,0.5271943420991619,20000,0.8640186079799607,11178,0.07285630772296686,9872,0.803307835975271
61,001120,17424,robust_rel_scale,0.385975827817992,0.0,17424,0.2877698540687561,4.161465167999268,ok,17424,17424,1.0,-0.27619480067172997,0.5271943420991619,20000,0.8801360666010205,11171,0.0585093702181554,9658,0.8301174081913824
62,001160,17205,robust_rel_scale,0.385975827817992,0.0,17166,0.2722727656364441,4.773677825927734,ok,17205,17166,0.9977332170880558,-0.27619480067172997,0.5271943420991619,20000,0.8409987986957268,11654,0.08788595537491262,9175,0.7702416341264942
63,001200,16938,robust_rel_scale,0.385975827817992,0.0,16891,0.28036609292030334,4.264496326446533,ok,16938,16891,0.9972251741646003,-0.27619480067172997,0.5271943420991619,20000,0.903557382910261,11188,0.05014459846426871,9537,0.8593660973466242
64,001240,16748,robust_rel_scale,0.385975827817992,0.0,16559,0.276122123003006,4.319701194763184,ok,16748,16559,0.9887150704561739,-0.27619480067172997,0.5271943420991619,20000,0.8678830109104245,10907,0.06804347856737446,9509,0.8107935398748736
