mode,status,scale,shift,abs_rel,d_rmse,valid_pixels,positive_ratio
median_scale,ok,0.17096756226650814,0.0,0.2249770164489746,2.0303077697753906,947832,1.0
l2_scale,ok,0.14319983599429958,0.0,0.20943601429462433,1.802909016609192,947832,1.0
robust_scale,ok,0.14854801074169754,0.0,0.20192258059978485,1.8113598823547363,947832,1.0
robust_rel_scale,ok,0.15380015764717575,0.0,0.19934897124767303,1.837060809135437,947832,1.0
