frame_idx,frame_name,gt_valid_pixels,alignment_mode,scale,shift,valid_pixels,abs_rel,d_rmse,local_pair_count,sparse_order_acc,sparse_order_pairs,local_residual_consistency,local_residual_pairs,sparse_lidar_dq
11,000434,19453,l2_scale,0.13852958853330458,0.0,18856,0.4210258722305298,2.192298173904419,20000,0.6224258882100022,8838,0.07994550061054637,11341,0.5746028264707724
12,000436,19694,l2_scale,0.13852958853330458,0.0,19128,0.40999916195869446,2.0241899490356445,20000,0.6403187875620591,7654,0.10435308241156932,12515,0.576867771938455
13,000438,19786,l2_scale,0.13852958853330458,0.0,19267,0.4055519700050354,1.9034093618392944,20000,0.6462083628632176,7055,0.11125666021639871,13165,0.578168491913136
14,000440,19587,l2_scale,0.13852958853330458,0.0,19015,0.46288713812828064,2.002765417098999,20000,0.6737254901960784,7650,0.10913957452456209,12633,0.6040658220186289
15,000442,19429,l2_scale,0.13852958853330458,0.0,18998,0.43129581212997437,2.029458999633789,20000,0.6798312434079457,8533,0.09943291329861159,11930,0.6154856817829628
16,000444,19686,l2_scale,0.13852958853330458,0.0,19485,0.39517632126808167,1.9098320007324219,20000,0.6993023530802885,8457,0.10494533339024889,11864,0.6296334761671976
17,000446,19892,l2_scale,0.13852958853330458,0.0,19774,0.35465946793556213,1.9376393556594849,20000,0.6693158629577919,9311,0.09831843047476947,10989,0.6066412895825735
18,000448,19902,l2_scale,0.13852958853330458,0.0,19815,0.28046393394470215,1.7775354385375977,20000,0.752205199628598,8616,0.08385769668527356,11659,0.6916993956493961
19,000450,19848,l2_scale,0.13852958853330458,0.0,19745,0.28801339864730835,1.7855274677276611,20000,0.8121606948968513,7368,0.06216023875544608,12850,0.7632136322565021
20,000452,19681,l2_scale,0.13852958853330458,0.0,19654,0.21897080540657043,1.738434076309204,20000,0.7654990085922009,7565,0.06605876539558876,12651,0.7165651380566842
21,000454,19568,l2_scale,0.13852958853330458,0.0,19497,0.20627756416797638,1.7650246620178223,20000,0.8040683712388755,7079,0.05474729254434047,13118,0.7612311157907192
22,000456,19650,l2_scale,0.13852958853330458,0.0,19567,0.20809729397296906,1.7245230674743652,20000,0.8235212053571429,7168,0.052354499869855124,13041,0.7815153564982363
23,000458,19817,l2_scale,0.13852958853330458,0.0,19661,0.19894298911094666,1.7184836864471436,20000,0.7900902113908711,7427,0.05714659412863512,12840,0.7462051306351454
24,000460,19797,l2_scale,0.13852958853330458,0.0,19536,0.18949352204799652,1.7780883312225342,20000,0.7769736842105263,7600,0.058581704080572,12684,0.7327647999903985
25,000462,19830,l2_scale,0.13852958853330458,0.0,19479,0.20164978504180908,1.6748496294021606,20000,0.8262585034013605,7350,0.052527325787682703,12879,0.7839775281652976
26,000464,19654,l2_scale,0.13852958853330458,0.0,19368,0.1951466202735901,1.7492115497589111,20000,0.779364224137931,7424,0.05583781777465602,12831,0.7370388999515572
27,000466,19663,l2_scale,0.13852958853330458,0.0,19435,0.18019036948680878,1.740713119506836,20000,0.7875679875679875,6435,0.05687017278680098,13777,0.7440286391743439
28,000468,19869,l2_scale,0.13852958853330458,0.0,19704,0.18511322140693665,1.697534203529358,20000,0.751960313650184,6249,0.060764021220492785,14029,0.7076287041283442
29,000470,19979,l2_scale,0.13852958853330458,0.0,19537,0.20326100289821625,1.939206600189209,20000,0.737603561271176,8087,0.07017068187216098,12165,0.6876196278479062
30,000472,19918,l2_scale,0.13852958853330458,0.0,19477,0.1851695030927658,1.8422638177871704,20000,0.8511071214841412,8355,0.05562374059355388,11940,0.805057945843796
31,000474,19839,l2_scale,0.13852958853330458,0.0,19399,0.1879284679889679,1.8720099925994873,20000,0.8205416453755748,9785,0.06420696788635821,10704,0.7695128847477275
32,000476,19702,l2_scale,0.13852958853330458,0.0,19429,0.17591707408428192,1.7347744703292847,20000,0.7930849638166712,7462,0.05619744489779925,12861,0.7497448234696651
33,000478,19654,l2_scale,0.13852958853330458,0.0,19180,0.19462688267230988,1.8773119449615479,20000,0.7489029741589469,8204,0.07500402213681412,12144,0.694787061633805
34,000480,19673,l2_scale,0.13852958853330458,0.0,19104,0.19331319630146027,2.0115244388580322,20000,0.7955795029689905,9094,0.0665647373999282,11339,0.7443460489558547
35,000482,19898,l2_scale,0.13852958853330458,0.0,19259,0.16473934054374695,1.7189886569976807,20000,0.8710308829926054,9196,0.05484149529728666,11226,0.8245484786154617
36,000484,19998,l2_scale,0.13852958853330458,0.0,19416,0.1783943474292755,1.9758903980255127,20000,0.8178064789328816,9446,0.06494570517294687,11004,0.766381452166045
37,000486,19771,l2_scale,0.13852958853330458,0.0,19402,0.16436322033405304,1.8481462001800537,20000,0.7924387513990797,8041,0.05700641561331082,12344,0.7485281426252633
38,000488,19614,l2_scale,0.13852958853330458,0.0,19085,0.17212365567684174,1.7987133264541626,20000,0.8039568345323741,8896,0.06142436543268178,11582,0.7560603597355391
39,000490,19555,l2_scale,0.13852958853330458,0.0,18937,0.17187052965164185,1.795445442199707,20000,0.8147820965842167,10188,0.06551995883265108,10369,0.7631089040626826
40,000492,19704,l2_scale,0.13852958853330458,0.0,19186,0.16307532787322998,1.7805776596069336,20000,0.8488466442564043,8627,0.04441000381443937,11741,0.8119741747429832
41,000494,19769,l2_scale,0.13852958853330458,0.0,18941,0.1634451001882553,1.758562684059143,20000,0.8583083755034596,9683,0.053702236728977004,10875,0.8134310860752936
42,000496,19906,l2_scale,0.13852958853330458,0.0,19251,0.16021567583084106,1.7100200653076172,20000,0.8482698395371684,9161,0.05488313565701116,11312,0.8029686374981087
43,000498,19740,l2_scale,0.13852958853330458,0.0,19186,0.1672794073820114,1.6898778676986694,20000,0.8359126081019572,8788,0.05155463777964914,11591,0.7939094675890638
44,000500,19602,l2_scale,0.13852958853330458,0.0,18665,0.2013677954673767,2.1810879707336426,20000,0.8171490664822681,10123,0.06314804164126545,10798,0.7671432054585758
45,000502,19705,l2_scale,0.13852958853330458,0.0,18937,0.1683407723903656,1.8593884706497192,20000,0.8591843464878531,9097,0.04531879977025059,11544,0.8211162582675111
46,000504,19833,l2_scale,0.13852958853330458,0.0,18921,0.16045665740966797,1.8846447467803955,20000,0.8435122569737954,9464,0.04642021860998745,11394,0.8052511484068321
47,000506,19948,l2_scale,0.13852958853330458,0.0,19371,0.15808138251304626,1.8788783550262451,20000,0.864539088508782,8711,0.03779148606662891,11689,0.832476533274104
48,000508,20006,l2_scale,0.13852958853330458,0.0,19525,0.16081583499908447,2.03151798248291,20000,0.8515505247022757,8481,0.04116167530746631,12012,0.8172108657325206
49,000510,19919,l2_scale,0.13852958853330458,0.0,19443,0.15525396168231964,1.7275041341781616,20000,0.8654713989510916,8199,0.03478471849630082,12171,0.8358838013962715
