mode,status,scale,shift,abs_rel,d_rmse,valid_pixels,positive_ratio
median_scale,ok,0.1677742527501917,0.0,0.26712289452552795,2.2716801166534424,960778,1.0
l2_scale,ok,0.13852958853330458,0.0,0.24705533683300018,2.0233075618743896,960778,1.0
robust_scale,ok,0.14559175493145554,0.0,0.23761752247810364,2.040074586868286,960778,1.0
robust_rel_scale,ok,0.14959912494595112,0.0,0.2361619472503662,2.062575578689575,960778,1.0
