mode,status,scale,shift,abs_rel,d_rmse,valid_pixels,positive_ratio
median_scale,ok,0.11649155250154968,0.0,0.1809767782688141,4.567540645599365,327944,1.0
l2_scale,ok,0.10117979503948174,0.0,0.23985952138900757,4.357313632965088,327944,1.0
robust_scale,ok,0.11495087498830459,0.0,0.1822817474603653,4.527800559997559,327944,1.0
robust_rel_scale,ok,0.11661517175951473,0.0,0.18096937239170074,4.570897579193115,327944,1.0
