mode,status,scale,shift,abs_rel,d_rmse,valid_pixels,positive_ratio
median_scale,ok,0.17217651885287028,0.0,0.22320351004600525,1.9900388717651367,1892446,1.0
l2_scale,ok,0.14568862739070357,0.0,0.20564571022987366,1.774855375289917,1892446,1.0
robust_scale,ok,0.1506638417226124,0.0,0.19943314790725708,1.7838752269744873,1892446,1.0
robust_rel_scale,ok,0.15524603235172954,0.0,0.19757996499538422,1.8057973384857178,1892446,1.0
