mode,status,scale,shift,abs_rel,d_rmse,valid_pixels,positive_ratio
median_scale,ok,0.31820983684723997,0.0,0.31654199957847595,4.305830955505371,2595273,1.0
l2_scale,ok,0.28583805580128463,0.0,0.29656076431274414,4.151483058929443,2595273,1.0
robust_scale,ok,0.280930680625358,0.0,0.29615673422813416,4.155274868011475,2595273,1.0
robust_rel_scale,ok,0.27967810624016726,0.0,0.2961753308773041,4.157405376434326,2595273,1.0
