mode,status,scale,shift,abs_rel,d_rmse,valid_pixels,positive_ratio
median_scale,ok,0.12025816993218112,0.0,0.08859941363334656,2.7620327472686768,634310,1.0
l2_scale,ok,0.11041009219525245,0.0,0.12013180553913116,2.6218326091766357,634310,1.0
robust_scale,ok,0.11789197531796615,0.0,0.08842446655035019,2.703200101852417,634310,1.0
robust_rel_scale,ok,0.11903691607413841,0.0,0.08767577260732651,2.7297987937927246,634310,1.0
