mode,status,scale,shift,abs_rel,d_rmse,valid_pixels,positive_ratio
median_scale,ok,0.26475493217737883,0.0,0.3014722466468811,5.437427520751953,1968816,1.0
l2_scale,ok,0.2119287186868437,0.0,0.25893327593803406,4.657503604888916,1968816,1.0
robust_scale,ok,0.21622085931847157,0.0,0.2560690641403198,4.6636505126953125,1968816,1.0
robust_rel_scale,ok,0.2236691686303456,0.0,0.2542634606361389,4.700377464294434,1968816,1.0
