mode,status,scale,shift,abs_rel,d_rmse,valid_pixels,positive_ratio
median_scale,ok,0.124746674922862,0.0,0.10643153637647629,2.8727827072143555,638141,1.0
l2_scale,ok,0.11310208196532053,0.0,0.13942298293113708,2.691513776779175,638141,1.0
robust_scale,ok,0.11991192498001639,0.0,0.10870473086833954,2.7536818981170654,638141,1.0
robust_rel_scale,ok,0.12289977070241462,0.0,0.10531862825155258,2.8204197883605957,638141,1.0
