mode,status,scale,shift,abs_rel,d_rmse,valid_pixels,positive_ratio
median_scale,ok,0.14695198553985622,0.0,154.3558349609375,10671.21875,25401600,1.0
l2_scale,ok,0.00019964868109062937,0.0,0.8092086911201477,19.001319885253906,25401600,1.0
robust_scale,ok,0.00019661160463794417,0.0,0.8090813159942627,19.00264549255371,25401600,1.0
robust_rel_scale,ok,0.00019671254223289466,0.0,0.8090812563896179,19.002559661865234,25401600,1.0
