mode,status,scale,shift,abs_rel,d_rmse,valid_pixels,positive_ratio
median_scale,ok,0.22206196574359788,0.0,0.24484208226203918,4.5877299308776855,1859218,1.0
l2_scale,ok,0.19003645007875095,0.0,0.23571105301380157,4.189383506774902,1859218,1.0
robust_scale,ok,0.19670678865360494,0.0,0.23050250113010406,4.204373836517334,1859218,1.0
robust_rel_scale,ok,0.20192925408520163,0.0,0.2293531745672226,4.242227077484131,1859218,1.0
