mode,status,scale,shift,abs_rel,d_rmse,valid_pixels,positive_ratio
median_scale,ok,0.20439535920186705,0.0,0.26155591011047363,5.4000349044799805,1847256,1.0
l2_scale,ok,0.1983565234965153,0.0,0.25028038024902344,5.384052276611328,1847256,1.0
robust_scale,ok,0.19332029062305728,0.0,0.24411572515964508,5.393218040466309,1847256,1.0
robust_rel_scale,ok,0.18568987211762908,0.0,0.2406977266073227,5.445798873901367,1847256,1.0
