frame_idx,frame_name,psnr,ssim,lpips
0,000746,18.062231063842773,0.5701637864112854,0.4374295771121979
1,000766,18.525056838989258,0.5843285918235779,0.4447059631347656
2,000786,18.108678817749023,0.5611627101898193,0.4537906348705292
3,000806,18.829692840576172,0.5986939668655396,0.45338135957717896
4,000826,18.284513473510742,0.5894965529441833,0.46097272634506226
5,000846,18.005523681640625,0.5908793807029724,0.4656178653240204
6,000866,17.70528221130371,0.564703106880188,0.47495195269584656
7,000886,18.068374633789062,0.5762167572975159,0.46705174446105957
8,000906,18.660198211669922,0.601844072341919,0.45027273893356323
9,000926,17.79770851135254,0.5634361505508423,0.45935454964637756
10,000946,19.410310745239258,0.6199626922607422,0.4306352436542511
11,000966,19.71719741821289,0.6602311134338379,0.4238712787628174
12,000986,20.396564483642578,0.7120868563652039,0.4053635001182556
13,001006,20.214101791381836,0.7144139409065247,0.41391080617904663
14,001026,20.513784408569336,0.703464150428772,0.41536304354667664
15,001046,19.651214599609375,0.6807166337966919,0.44197338819503784
16,001066,19.66206932067871,0.7038312554359436,0.42813193798065186
17,001086,19.89723014831543,0.717396080493927,0.4167413115501404
18,001106,20.245542526245117,0.724898099899292,0.40688371658325195
19,001126,21.05058479309082,0.6977750062942505,0.42777955532073975
20,001146,20.817432403564453,0.6943291425704956,0.4301743805408478
21,001166,21.222074508666992,0.7311650514602661,0.4259650707244873
22,001186,20.998966217041016,0.7331358790397644,0.422542005777359
23,001206,21.3852481842041,0.7006834745407104,0.45137882232666016
24,001226,21.51968002319336,0.7091085910797119,0.4324127733707428
25,001246,21.220430374145508,0.7023831605911255,0.42355018854141235
26,001266,21.077756881713867,0.6861318945884705,0.4238242208957672
27,001286,20.76851463317871,0.6813772916793823,0.4282147288322449
28,001306,20.357303619384766,0.6574695706367493,0.4410313367843628
29,001326,19.828798294067383,0.6752843856811523,0.429862380027771
30,001346,18.519269943237305,0.6648647785186768,0.4297358989715576
31,001366,18.183168411254883,0.6691538095474243,0.4198983907699585
32,001386,17.507041931152344,0.624955415725708,0.43162983655929565
33,001406,17.103599548339844,0.5861629247665405,0.4389860928058624
34,001426,17.068485260009766,0.5819531679153442,0.42798465490341187
35,001446,16.3255558013916,0.5630979537963867,0.46093642711639404
36,001466,17.092763900756836,0.616514265537262,0.44185855984687805
37,001486,16.9636287689209,0.6269938349723816,0.45154350996017456
38,001506,17.91298484802246,0.6552813053131104,0.43820521235466003
39,001526,17.95494842529297,0.6569172143936157,0.4274951219558716
40,001546,18.104825973510742,0.6707825064659119,0.4177096486091614
41,001566,18.997859954833984,0.6870287656784058,0.40133339166641235
42,001586,19.200902938842773,0.6976115107536316,0.41993528604507446
43,001606,18.09630012512207,0.6781661510467529,0.4427497088909149
44,001626,18.23195457458496,0.6883388757705688,0.43777453899383545
45,001646,18.339290618896484,0.6847342848777771,0.4507131278514862
46,001666,18.611690521240234,0.6697510480880737,0.45618343353271484
47,001686,18.289396286010742,0.6376826167106628,0.4586343765258789
48,001706,18.502214431762695,0.6266679167747498,0.47030746936798096
49,001726,18.069692611694336,0.6164878010749817,0.48760998249053955
