mode,status,scale,shift,abs_rel,d_rmse,valid_pixels,positive_ratio
median_scale,ok,0.3645307397403847,0.0,0.2944699227809906,4.836071491241455,1857057,1.0
l2_scale,ok,0.3324105797464598,0.0,0.2525888979434967,4.734177589416504,1857057,1.0
robust_scale,ok,0.3063686766161596,0.0,0.2388538420200348,4.800319194793701,1857057,1.0
robust_rel_scale,ok,0.30430144106605506,0.0,0.2387985736131668,4.8112006187438965,1857057,1.0
