mode,status,scale,shift,abs_rel,d_rmse,valid_pixels,positive_ratio
median_scale,ok,0.1982950900694818,0.0,0.3205658197402954,5.9894328117370605,1898730,1.0
l2_scale,ok,0.18813569049272655,0.0,0.30160847306251526,5.945713996887207,1898730,1.0
robust_scale,ok,0.18796027721673456,0.0,0.30140113830566406,5.945672035217285,1898730,1.0
robust_rel_scale,ok,0.17867469701475358,0.0,0.29610323905944824,5.978114604949951,1898730,1.0
